Produto;Refer?ncia;Saldo;
Escapulario | Prata;322;0,0000
ESPETINHO PICANHA;;-1,0000
FATHERS DAY TEE | Thdw5 Azul Marinho;;0,0000
FATHERS DAY TEE | Thxlg Vermelho;;0,0000
Fazendinha Wafer Limao;67;-1,0000
Fazendinha Wafer Limao;68;0,0000
Fazendinha Wafer Limao;69;0,0000
Feij?o;;-2,0000
File de Frango;;-7,0000
Fofura Cebola 80G;63;0,0000
Fralda Bem Estar Confort;101;0,0000
Fralda Bem Estar Confort G;102;0,0000
Garfo Plast. Refei??o Strawplast;73;-3,0000
Glock G17 9mm;;-2,0000
GROWUP-MOLETOM | G;;0,0000
GROWUP-MOLETOM | M;;0,0000
Guaran? Ant?rtica | Free Refil;40;-25,0000
Guaran? Ant?rtica | Free Refil;41;0,0000
Guaran? Ant?rtica | Grande;40;-57,0000
GUARANA JESUS;GJ;95,0000
H Top Nautical Mar/Bra/Mar/Mar 39/40;146;-2,0000
Hamb?rguer De Carne Bovina;2;-15,0000
HD SSD 240GB;;4,0000
HEINEKEIN LONG;;-19,0000
Hidratante;;6,0000
Hot Dog;;999992,0000
Ketchup;9;14,0000
Kimono Prana | Areia;277;0,0000
Kimono Prana | Off;276;0,0000
Kimono Prana | Preto;278;0,0000
Kimono Prana | Terra;279;0,0000
Kimono Prana | Verde;280;0,0000
KIT Amortecedor D;;0,0000
Kit Amortecedor DI;;100,0000
kit banho;;3,0000
KIT DE ACADEMIA | LILAS | Grande;;0,0000
kit final;;-4,0000
KIT PDV;;0,0000
Kitkat Dark;64;5,0000
Laranja;;0,0000
Lava Roupas Liq Tixan Ype Maciez 1L;115;0,0000
Lava Roupas Liquido Tixan Ype 1L;113;-2,0000
Lays 80G;120;0,0000
Lays Classica 80G;135;0,0000
Leite De Coco Imperial 24X200ml;58;-1,0000
Leite De Coco Imperial 500Ml;57;-1,0000
Lim?o;;0,0000
LIMPA TELAS IMPLASTEC 60ML;;49,0000
Mac Lanche;;0,0000
Mac lanche Feliz;;0,0000
Macacao Prana | Marrom;289;0,0000
Macacao Prana | Preto;288;0,0000
Macaquinho | Mostaza | G;226;0,0000
Macaquinho | Mostaza | M;225;0,0000
Macaquinho | Mostaza | P;224;0,0000
Macaquinho | Off | G;229;0,0000
Macaquinho | Off | M;228;0,0000
Macaquinho | Off | P;227;0,0000
Macaquinho | Verde | G;232;0,0000
Macaquinho | Verde | M;231;0,0000
Macaquinho | Verde | P;230;0,0000
Macarr?O Espaguete 8 Dona Benta 500G;74;-1,0000
Macarr?O Ninho 3 C/ Ovos Adria 500G;75;0,0000
Macarr?o Espaguete 8 Adria 750G;116;-1,0000
Macarr?o Parafuso Dona Benta 500G;117;0,0000
Maionese;8;0,0000
Mandioca Cascada Kg;0714.10.00;0,0000
MARGUERITA | Grande;;-4,5000
MARGUERITA | Media;;-1,0000
MARGUERITA | Pequena;;-1,0000
Marmitex Simples;;0,0000
Mega Burger;22;-9,0000
Milho;45;-1,0000
Milho Verde Quero Lata 280G;72;0,0000
Milk Shake Creme De Avel?;34;-2,0000
Milk Shake De Brownie;35;-3,0000
Molho American Burger;11;0,0000
Molho Barbecue;10;0,0000
Molho Secreto Da Casa;12;0,0000
Monte Seu Lanche.;44;-5,0000
Morango;;98,0000
Morango;;0,0000
Morango do Nordeste;;-1,0000
Mostarda;13;0,0000
motor de moto;;0,0000
MOUSE LEHMOX;;2,0000
MUSSARELA;;0,0000
nootebok;;0,0000
Onion Burger;27;0,0000
Onion Rings;16;0,0000
Onion Rings Crocante | Grande;30;-2,0000
Onion Rings Crocante | Grande;31;0,0000
Onion Rings Crocante | M?dio;30;-3,0000
Ouro 200 ml;;180,0000
Palmito De Palmeira Real Picado Green Gold 300G;59;0,0000
Pantacourt Lorena | Azul | G;249;0,0000
Pantacourt Lorena | Azul | M;248;0,0000
Pantacourt Lorena | Azul | P;247;0,0000
Pantacourt Lorena | Marrom | G;252;0,0000
Pantacourt Lorena | Marrom | M;251;0,0000
Pantacourt Lorena | Marrom | P;250;0,0000
Pantacourt Lorena | Off | G;246;0,0000
Pantacourt Lorena | Off | M;245;0,0000
Pantacourt Lorena | Off | P;244;0,0000
Pantalona Jade | Areia | G;217;0,0000
Pantalona Jade | Areia | M;216;0,0000
Pantalona Jade | Areia | P;215;0,0000
Pantalona Jade | Caramelo | G;214;0,0000
Pantalona Jade | Caramelo | M;213;0,0000
Pantalona Jade | Caramelo | P;212;0,0000
Pantalona Jade | Off | G;220;0,0000
Pantalona Jade | Off | M;219;0,0000
Pantalona Jade | Off | P;218;0,0000
P?o Com Gergelim;1;-2,0000
P?o De Brioche;18;0,0000
P?o de forma;0078812;94,0000
P?o Frances;;0,0000
P?o Tr?s Queijos;;-1,0000
Papel Best | Grande;;-2,0000
Papel Best | Pequena;;-5,0000
Papel Toalha Tootex;114;-1,0000
PASTA DE DENTE;;99,0000
Pastel de Abobrinha;;0,0000
Peito De Frango Empanado;19;-3,0000
Pelinha Efat 48G;145;0,0000
Pepsi | Free Refil;38;-18,0000
Pepsi | Free Refil;39;0,0000
Pepsi | Grande;38;-7,0000
Picles;4;0,0000
Pingente | Prata;323;-1,0000
Pipa Medial;;0,0000
Piraqu? Roladinho De Goiaba 75G;92;0,0000
Piraque Leite Maltado Choc. Com Avel? 85G;95;0,0000
Piraque Leite Maltado Choc. Maltado 85G;80;0,0000
pizza calabresa | G;;-1,0000
pizza calabresa | M;;0,0000
pizza calabresa | P;;-1,0000
pizza de Frango c/ Catupiry | Grande;;-1,0000
pizza de Frango c/ Catupiry | Media;;0,0000
pizza de Frango c/ Catupiry | M?dio;;-1,0000
pizza de Frango c/ Catupiry | Pequena;;0,0000
Pizza Mu?arela com Chocolate;;0,0000
Pizza Mu?arela com Chocolate e Confetes;;0,0000
PORTUGUESA | Grande;;-1,5000
PORTUGUESA | Media;;-1,0000
PORTUGUESA | Pequena;;-1,0000
Prato Refei??o por Kilo;;47,0120
Pretzel A??car e Canela;;0,0000
Pretzel de Chocolate com Confetes;;0,0000
Pretzel Mu?arela Palito;;0,0000
Pretzel Pizza Mu?arela;;-3,0000
Pretzels Banana com A??car;;0,0000
Pretzels Cheddar;;0,0000
Pretzels Chocolate ao Leite;;0,0000
Pretzels Chocolate Branco;;0,0000
Pretzels Chocolate com Avel?;;0,0000
Pretzels Doce de Leite;;0,0000
Pretzels Dog sem cobertura;;0,0000
Pretzels Napolitano;;0,0000
Pretzels Ovomaltine com Chocolate;;0,0000
Pretzels Queijo Parmes?o;;0,0000
Pretzels Requeij?o;;0,0000
Pretzels Salsa;;0,0000
Produto_teste1;;71,0000
Produto_teste2;;99,0000
Produto_teste3;;99,0000
produto-teste1;;10,0000
Pulled Pork Burger;25;0,0000
Queijo;17;-1,0000
RED LABEL;;-7,5000
REFRIGERANTE COCA-COLA LATA 350ML;;0,0250
REFRIGERANTE COROA COLA 2L;1069786;9,0000
Rosquinhas Marilan Coco 300G;54;19,0000
Ruffles 92G;118;0,0000
Ruffles Ceb E Salsa 76G;130;0,0000
Ruffles Ceb E Salsa 92G;119;0,0000
Ruffles Churrasco 32G;143;0,0000
Ruffles Churrasco 37G;108;0,0000
Ruffles Churrasco 37G;125;0,0000
Ruffles Churrasco 76G;129;0,0000
Ruffles Original 145G;138;0,0000
Ruffles Original 32G;142;0,0000
Ruffles Original 37G;121;0,0000
Ruffles Original 76G;131;0,0000
Ruffles Outback Steak House Costela Barbecue 65G;144;0,0000
Sab?O Em P? Brilhante Limp Total 800G;111;0,0000
sabonete;;6,0000
Saia Maresia | Azul | G;261;0,0000
Saia Maresia | Azul | M;260;0,0000
Saia Maresia | Azul | P;259;0,0000
Saia Prana | Areia;272;0,0000
Saia Prana | Azul;275;0,0000
Saia Prana | Marrom;271;0,0000
Saia Prana | Preta;274;0,0000
Saia Prana | Verde;273;0,0000
Saia Trico | Off | G;264;0,0000
Saia Trico | Off | M;263;0,0000
Saia Trico | Off | P;262;0,0000
Sandalia Meia Pata;;0,0000
Sandalia Meia Pata 2 | Branca | 33;;0,0000
Sandalia Meia Pata 2 | Branca | 34;;0,0000
Sandalia Meia Pata 2 | Branca | 35;;0,0000
Sandalia Meia Pata 2 | Branca | 36;;0,0000
Sandalia Meia Pata 2 | Preto | 33;;0,0000
Sandalia Meia Pata 2 | Preto | 34;;0,0000
Sandalia Meia Pata 2 | Preto | 35;;0,0000
Sandalia Meia Pata 2 | Preto | 36;;0,0000
shampoo;;6,0000
Shampoo Elseve Liso Dos Sonhos 200Ml;104;0,0000
Short Saia | Cinca | G;298;-1,0000
Short Saia | Cinca | M;297;-2,0000
Short Saia | Cinca | P;296;-1,0000
Short Saia | Cru | G;292;0,0000
Short Saia | Cru | M;291;0,0000
Short Saia | Cru | P;290;-1,0000
Short Saia | Marrom | G;301;0,0000
Short Saia | Marrom | M;300;-1,0000
Short Saia | Marrom | P;299;0,0000
Short Saia | Preto | G;295;0,0000
Short Saia | Preto | M;294;0,0000
Short Saia | Preto | P;293;0,0000
Short Saia | Verde | G;304;0,0000
Short Saia | Verde | M;303;0,0000
Short Saia | Verde | P;302;0,0000
Short Vicky | Off | G;236;0,0000
Short Vicky | Off | M;235;0,0000
Short Vicky | Off | P;234;0,0000
Short Vicky | Off | Pp;233;0,0000
Short Vicky | Preto | G;240;0,0000
Short Vicky | Preto | M;239;0,0000
Short Vicky | Preto | P;238;0,0000
Short Vicky | Preto | Pp;237;0,0000
Smash Salad;;0,0000
Stiksy 48G;122;0,0000
Suco;;0,0000
Suco Laranja Natural;42;-9,0000
Tenis Futsal Joma Top Flex;;0,0000
Tenis Futsal Joma Top Flex | Branco/amarelo | 39;;0,0010
Tenis Futsal Joma Top Flex | Branco/amarelo | 40;;0,0010
Tenis Futsal Joma Top Flex | Branco/amarelo | 41;;0,0010
Tenis Futsal Joma Top Flex | Preto/Vermelho | 39;;0,0010
Tenis Futsal Joma Top Flex | Preto/Vermelho | 40;;0,0010
Tenis Futsal Joma Top Flex | Preto/Vermelho | 41;;0,0010
teste;;5,0000
teste;;0,0000
TESTE;;0,0000
TESTE;;0,0000
Teste - Revenda 10 | 4074 | M?dio;;0,0000
Teste - Revenda 10 | azulado;;0,0000
teste kit 1;;0,0000
TESTE PRODUTO PACOTE;;-4,0000
TESTE PRODUTO UNIDADE;;49,0000
Teste produto X;;0,0000
TOCA DO MAMBIRA;;0,0000
Tomate;6;-1,0000
Tomate Seco;46;-1,0000
Top Prana | Cru | G;150;0,0000
Top Prana | Cru | G;153;0,0000
Top Prana | Cru | G;156;0,0000
Top Prana | Cru | M;149;0,0000
Top Prana | Cru | M;152;0,0000
Top Prana | Cru | M;155;0,0000
Top Prana | Cru | P;148;0,0000
Top Prana | Cru | P;151;0,0000
Top Prana | Cru | P;154;0,0000
Top Prana | Marrom | G;159;0,0000
Top Prana | Marrom | G;162;0,0000
Top Prana | Marrom | G;165;0,0000
Top Prana | Marrom | M;158;0,0000
Top Prana | Marrom | M;161;0,0000
Top Prana | Marrom | M;164;0,0000
Top Prana | Marrom | P;157;0,0000
Top Prana | Marrom | P;160;0,0000
Top Prana | Marrom | P;163;0,0000
Top Prana | Preto | G;177;0,0000
Top Prana | Preto | G;180;0,0000
Top Prana | Preto | G;183;0,0000
Top Prana | Preto | M;176;0,0000
Top Prana | Preto | M;179;0,0000
Top Prana | Preto | M;182;0,0000
Top Prana | Preto | P;175;0,0000
Top Prana | Preto | P;178;0,0000
Top Prana | Preto | P;181;0,0000
Top Prana | Verde | G;168;0,0000
Top Prana | Verde | G;171;0,0000
Top Prana | Verde | G;174;0,0000
Top Prana | Verde | M;167;0,0000
Top Prana | Verde | M;170;0,0000
Top Prana | Verde | M;173;0,0000
Top Prana | Verde | P;166;0,0000
Top Prana | Verde | P;169;0,0000
Top Prana | Verde | P;172;0,0000
Tortuguita Cookies Chocolate 60G;51;0,0000
Trakinas Chocolate 126G;89;0,0000
Trakinas Chocolate 126G;94;-1,0000
Trakinas Morango 126G;90;0,0000
Trakinas Rech Tutti Frutt 126G;97;0,0000
Triple Salad Burger;21;-1,0000
Umbuarana 500ml;;980,0000
Vegan Burger;20;-3,0000
VEGETARIANA | Grande;;-1,0000
VEGETARIANA | Media;;0,0000
VEGETARIANA | Pequena;;-2,0000
Ventilador Mallory 6 Paletas;86;0,0000
Vestido Amanda | Areia | G;223;0,0000
Vestido Amanda | Areia | M;222;-1,0000
Vestido Amanda | Areia | P;221;0,0000
Vestido Catarina | Azul | G;255;0,0000
Vestido Catarina | Azul | M;254;0,0000
Vestido Catarina | Azul | P;253;0,0000
Vestido Cecilia | Cru | G;208;0,0000
Vestido Cecilia | Cru | M;207;0,0000
Vestido Cecilia | Cru | P;206;0,0000
Vestido Cecilia | Cru | Pp;205;0,0000
Vestido Curto Amarracao | Areia;285;0,0000
Vestido Curto Amarracao | Marrom;286;0,0000
Vestido Curto Amarracao | Off;287;0,0000
Vestido Curto Amarracao | Preto;284;0,0000
Vestido Desiree | Marrom | G;198;0,0000
Vestido Desiree | Marrom | M;197;0,0000
Vestido Desiree | Marrom | P;196;0,0000
Vestido Deyse | Off | G;201;0,0000
Vestido Deyse | Off | M;200;0,0000
Vestido Deyse | Off | P;199;0,0000
Vestido Deyse | Preto | G;204;0,0000
Vestido Deyse | Preto | M;203;0,0000
Vestido Deyse | Preto | P;202;0,0000
Vestido Jangada | Azul | G;267;0,0000
Vestido Jangada | Azul | M;266;0,0000
Vestido Jangada | Azul | P;265;0,0000
Vestido Jangada | Azul Bic | G;270;0,0000
Vestido Jangada | Azul Bic | M;269;0,0000
Vestido Jangada | Azul Bic | P;268;0,0000
Vestido Melina | Acafrao | G;211;0,0000
Vestido Melina | Acafrao | M;210;0,0000
Vestido Melina | Acafrao | P;209;0,0000
Vestido Prana | Areia;281;0,0000
Vestido Prana | Marrom;282;0,0000
Vestido Prana | Preto;283;0,0000
Vestido Ravena | Curry | G;195;0,0000
Vestido Ravena | Curry | M;194;0,0000
Vestido Ravena | Curry | P;193;0,0000
Vestido Salvia | Abacate | G;189;0,0000
Vestido Salvia | Abacate | M;188;0,0000
Vestido Salvia | Abacate | P;187;0,0000
Vestido Salvia | Marrom | G;186;0,0000
Vestido Salvia | Marrom | M;185;0,0000
Vestido Salvia | Marrom | P;184;0,0000
Vestido Salvia | Sapoti | G;192;0,0000
Vestido Salvia | Sapoti | M;191;0,0000
Vestido Salvia | Sapoti | P;190;0,0000
Vinho Tinto Suave Pinheirense 4L;49;0,0000
Wafer Renata Chocolate 115G;81;0,0000
Wafer Renata Lim?O 115G;147;0,0000
Wafer Renata Morango 115G;78;0,0000
